respid,"gamma(2,1)","delta(1,2)","delta(2,2)","delta(3,2)","gamma(3,1)","delta(1,3)","delta(2,3)","delta(3,3)","gamma(4,1)","delta(1,4)","delta(2,4)","delta(3,4)"
5943,0.0792022239541286,-3.583617700081473,-0.9183899979561784,-1.082111774326974,0.1185535465592155,-4.65721595645082,-2.01767256183586,-0.3625961465701404,0.180221713194817,-5.646255999427172,-3.4283942397822376,-2.0211072293617534
5949,0.0859405386805089,-2.8486348962815726,-0.2020229509562868,-0.3925385295981916,0.1208420049670357,-4.1748854818886745,-1.5685227145490666,0.1410515266734057,0.2274488331102409,-6.433753602209219,-4.00266450510295,-2.603841884793588
5951,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
5956,0.0702928938484079,-3.545494721925445,-0.7870961452571488,-1.1925904568320913,0.1002515216118042,-5.070259645476639,-2.519236372294612,-0.8588111709261267,0.2143550576638604,-7.556660993766123,-5.266618459414789,-4.071543234505671
5961,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
5968,0.0857110378029562,-3.834639673751508,-1.1655617500905746,-1.5303808824112042,0.1166112453252477,-4.499619640213019,-1.9660016909802096,-0.504491143865547,0.1838858805440199,-5.532529367019082,-3.5248462653523966,-2.1419871202795164
6001,0.0766698473406325,-3.056855660702784,-0.3586081492577823,-0.6544954860932006,0.1098928901003593,-4.836260186382004,-2.147593536338173,-0.5746456553462616,0.20854460351945,-6.434216655163498,-3.9877026240188753,-2.9255781846768927
6010,0.0935653257781717,-3.606703687186001,-0.8914147914850381,-1.1094855883588592,0.1264459587324636,-4.872839930552352,-2.2317756763899004,-0.6569625432897617,0.2637034145529813,-8.14672996986278,-5.685129752286788,-4.308980775514292
6012,0.0697414803866246,-3.0620372435387964,-0.4105897313326189,-0.611678294832494,0.1046168826970215,-4.900961149430077,-2.334855557202336,-0.384877989793228,0.1691083915865552,-5.929823615871517,-3.791996306911721,-2.3480155945028605
6028,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6029,0.0740655967090218,-3.1593818428471487,-0.4409355487700519,-0.6022299017216749,0.0972517048457561,-4.574646500457481,-1.9393745747598583,-0.2118971233936408,0.1932879587379823,-6.719493877615067,-4.362333643779632,-2.9862170471895904
6041,0.0743546863497722,-2.8921684193526045,-0.1793256576141197,-0.3803807393986215,0.1013689904889308,-4.258377070760789,-1.518056132509758,0.0858322365756707,0.1683671361237867,-5.316796701832356,-3.028066229056246,-1.71238121490479
6049,0.0837990132028938,-3.166907347511258,-0.5045341422555297,-0.6964195112284681,0.1132572436238798,-4.668477191451678,-2.155739110810575,-0.423871062476642,0.2228335057360075,-6.750799409603088,-4.462021025005428,-3.163549086634044
6060,0.0747376743800893,-3.149431965782317,-0.520082760270259,-0.5576981671694944,0.1006663642257965,-4.738173015182409,-2.1335832765346385,-0.2726411884602476,0.2040075667759269,-7.179141522307226,-4.886586187638343,-3.462959013894906
6073,0.0714747096643799,-3.57360657204338,-0.8651339486507222,-0.9128526895950612,0.0921347215215623,-5.013729057410348,-2.251955592591623,-0.334712535608689,0.1991209340242881,-7.439630580900398,-5.061999463699506,-3.613358769339551
6089,0.0865317238439044,-3.432655534383104,-0.7926644502762531,-0.9887280580748288,0.1154118655765504,-4.761498709629604,-2.129686791871237,-0.4962415455083546,0.2843288061402958,-8.222884317276213,-6.0084048183725205,-4.836153385664844
6126,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6143,0.0732257889946047,-2.9609066133834894,-0.2617575661269181,-0.2904007435582893,0.1000324550743202,-4.224543144242814,-1.644128917485296,0.2278107435253145,0.175928070820676,-5.740110665466305,-3.463942920535332,-2.031881440154445
6145,0.0872647478780708,-2.78698673602127,-0.1214596953625932,-0.3228697900086251,0.1194209673929744,-4.163015549333261,-1.61458496135721,-0.0001249766990293,0.1956503899268453,-5.492958071752335,-3.106362090132557,-1.9805331134225408
6146,0.0834492849696337,-3.385923021009137,-0.6895081130536328,-0.7270316949127089,0.1102153675947686,-4.608921220858176,-1.9772851892586163,-0.0848385737675049,0.207108800280742,-6.998778743851615,-4.630827999835943,-3.048573173942404
6159,0.068458169952127,-3.0710110452241164,-0.3788636419007343,-0.4386776364023256,0.105912270389516,-4.543543719369112,-1.91919750936352,-0.2727231331020237,0.1929223533589502,-6.0513438875223,-3.841154845363184,-2.46257909032045
6178,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6196,0.0665108471824428,-3.4380716740397834,-0.7547324266594333,-0.8465586669710278,0.0926425838712109,-4.9752049063634844,-2.3244193790242296,-0.372686114152026,0.1711234949570716,-6.581470595091832,-4.348200132200866,-2.8904374569849054
6201,0.0894137176897134,-3.0992656453820517,-0.4721950220278424,-0.4542580430052534,0.1176721172767754,-4.219120694671146,-1.6432999400071884,0.2295146609885027,0.2118950700228227,-6.512486708381089,-4.074249034200712,-2.571027872971236
6217,0.0726547226484375,-2.677319515634558,0.0030912367058326,-0.087448080723143,0.121972032923893,-4.136696511343028,-1.576082493267477,0.5627136723120849,0.2295621101544687,-7.374731960029803,-5.038602127341297,-2.9821028232297104
6234,0.0802022381241889,-3.85394089517209,-1.1436255216401636,-1.4086508757182137,0.108384918388366,-4.483933666760362,-1.8498474193199224,-0.3960891201608394,0.1706418003070403,-5.584143260836724,-3.504543304689902,-2.2760605742604763
6245,0.0813820891000691,-3.856598577702774,-1.1807451578104786,-1.3965570058130758,0.1089864013625073,-4.8010394562447125,-2.3210524832668167,-0.8500475981907692,0.2108357853318693,-6.183595367601397,-4.064290965017906,-2.9240515764625283
6249,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6261,0.0919546816555937,-3.1753309796642184,-0.4874410409911118,-0.6724702036183748,0.119836591935735,-4.294432620643198,-1.6300901836469308,0.0873519075722667,0.2197903983332012,-6.668055850723275,-4.29275302996446,-2.8788902919990123
6272,0.0709430380908427,-2.705753704918103,-0.0272851856582819,-0.0430196745779055,0.1005913949848023,-4.240643022244433,-1.5472429391450284,0.2581542346536331,0.1930805817988559,-6.341605803763284,-4.036463461993837,-2.6035943720253143
6277,0.0765066819324164,-3.6148839853621686,-0.9403515088073408,-1.157436628100038,0.1018799932777288,-5.064036870414309,-2.495358111729525,-0.7146537082580762,0.2166704675281943,-7.567752390263637,-5.2890130451856985,-3.9308129239824874
6288,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6310,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6318,0.0779078354774561,-3.209823759658605,-0.5251034303087723,-0.5584853347219055,0.1043982617489788,-4.444904324916817,-1.8097703427782168,0.0336731176517579,0.1913021026210191,-6.493590986720244,-4.1774260666008525,-2.6669520400674744
6321,0.0580270088283222,-1.4172474353842888,1.2028158928774426,1.2899595287882404,0.1040652993629165,-2.60942322430798,-0.1142348902499224,1.8922842218695264,0.2237289913903114,-5.226275539243548,-2.786065263550056,-0.9758158996329954
6323,0.0752717694628291,-3.083702310291668,-0.46496494188987,-0.6448248790630122,0.1038509839144886,-4.594681410271304,-2.0127758509622966,-0.3274193613408728,0.1989442555814229,-6.505718147066662,-4.299294700799879,-3.002888229920061
6330,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6335,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6345,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6348,0.0795524046999777,-3.209012340561704,-0.4896904908264536,-0.6585103816756779,0.1051995179073345,-4.755192538541688,-2.094682962931456,-0.403951160110801,0.2275005780841376,-7.249079210703105,-4.881816177720944,-3.689873888153267
6349,0.0719466409441292,-3.2989879511561657,-0.5769781931553252,-0.7242932864517517,0.1060886808447935,-4.979779625013045,-2.394680305823112,-0.4516936833439109,0.1687670326915919,-5.984706813340194,-3.872319653505212,-2.3666758041786653
6357,0.0737083448175183,-3.006747613588188,-0.3285643866587418,-0.5762644431140903,0.1036288486899004,-4.711869659054173,-2.1055212305467275,-0.517657984213072,0.2186438371561707,-6.6160408676043625,-4.267700275275259,-3.117785990020096
6361,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6374,0.052072758248726,-3.091216743097746,-0.3474146434390985,-0.487257261866296,0.075216620428529,-3.8265127568782447,-1.171876683131794,0.4911855992007074,0.1683888762990867,-6.148312869290663,-3.7813485054116662,-2.401050868486414
6377,0.0744107053656465,-4.235974530932287,-1.5288570135013462,-1.651299732926696,0.0944979136826986,-5.051635258867211,-2.3727397333872733,-0.5044612005089911,0.1565382538486082,-6.081730550453864,-4.054321998293204,-2.5237739956573817
6386,0.0712996611661536,-3.5468277549880645,-0.8016474203236144,-0.8958395213902203,0.0975237015401499,-5.057816476925889,-2.3742939655528006,-0.3974271074104215,0.1810089585389974,-6.840449996046342,-4.623575418982129,-3.051003033314728
6395,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6406,0.0890148551823582,-3.002939159704777,-0.2890456500182372,-0.4086827407729625,0.1267038161016412,-4.220923241830697,-1.605071896715349,0.676156217651768,0.2481863708224898,-7.860626189803516,-5.445309416885952,-3.219955907272515
6410,0.076267407250496,-3.445060679093204,-0.7019826912140887,-0.7785641016558384,0.0975754119540982,-4.821068870997844,-2.1288551656083565,-0.2838561820790327,0.2041974008525494,-7.408927046886765,-4.949067812524509,-3.593098625146941
6430,0.0699549574059366,-3.2912401334714008,-0.5912195334862147,-0.7938935356879983,0.098230306504993,-4.941006952275125,-2.3140429409258343,-0.5779414735139242,0.1987474329606989,-6.697246823730666,-4.506634001282982,-3.2187339508460293
6457,0.0738257262609724,-3.6218724391321753,-0.857637778499229,-0.9259936352437708,0.0944551028715372,-5.024843385136308,-2.352803087617584,-0.3459711199234753,0.1841793094140349,-6.989758736102916,-4.640427786855519,-3.146497282029208
6465,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6474,0.0722625821733353,-3.0444951017916244,-0.3681610640115677,-0.4309939521731402,0.1012631188302593,-4.698540982716708,-1.983563278903558,-0.2361067589899849,0.1820263712492104,-6.199841414618626,-3.922021989808208,-2.6282260690516077
6479,0.0913995955010308,-4.042686093830454,-1.3865713720538737,-1.6424588426671698,0.1114029136405165,-4.566860221327585,-1.9369897478471327,-0.4485054539489018,0.1758898099072309,-5.737704233560151,-3.5598624832791463,-2.2821619952132592
6482,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6492,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6502,0.0714464443784798,-3.2603504352764365,-0.5016403213997238,-0.6901589234188561,0.0999457410001354,-4.732083531749567,-2.141452582481061,-0.4686202582695775,0.2168300759773768,-7.459316606923759,-4.950301279684067,-3.658722342195404
6511,0.0905668383488797,-3.0873039821484616,-0.4859468148631725,-0.5965212055259934,0.1315897727744107,-4.5234241496039465,-2.045777304444328,-0.3375727135836643,0.2362807228219718,-6.545087058307174,-4.168718577766239,-2.760844745532349
6524,0.071992688122164,-3.168615035440179,-0.5105006783883894,-0.4597989632227844,0.1019902722997736,-4.49817685215129,-1.809991696907569,0.0748214439101144,0.1803717370545043,-6.239595344015894,-4.0304406481630926,-2.448409465683283
6530,0.081326871723757,-3.0971283418914948,-0.4210364278669151,-0.5754454521594905,0.1130455995285915,-4.529792491233412,-1.9204823176981063,-0.1192721317623533,0.1814124291560593,-5.806807065865931,-3.557098876808345,-2.153776599061251
6536,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6570,0.0684721050731506,-2.9775748408062834,-0.3068966951994857,-0.4820194379347107,0.0969456705318709,-4.561427978781234,-1.9403046154614765,-0.0885395684488013,0.1593249347913742,-5.575977593331194,-3.3995760884281663,-2.0327653260563165
6578,0.0411200549867062,-1.4960059432088917,1.233043888121906,1.0697894615620505,0.1218672905715499,-2.7286774258216298,-0.192261034218329,1.4947971387148071,0.2468346622515965,-6.430725189842238,-3.684051588156484,-1.9108100221507305
6587,0.0755285557187457,-3.246758602757397,-0.5709988465825003,-0.5955397982065478,0.0989046696128576,-4.690811452465089,-2.051268902478332,-0.2458898553422178,0.1929119215467865,-6.983535246744164,-4.578021333156972,-3.277191157338681
6611,0.0805299029914179,-3.390169122425964,-0.684073116169872,-0.8227641873232678,0.117260126575524,-4.203400371630999,-1.521508292108822,0.0683779784572412,0.1664154997651657,-5.084046093334971,-2.8460017318104134,-1.450001104589744
6623,0.0825479916499249,-3.3449264333091437,-0.6731217621620882,-0.7353220992923102,0.1079378843237346,-4.503698213113452,-1.8988051370310464,-0.1461508651685476,0.202055605866855,-6.76527524357472,-4.429171758716573,-3.075352436756366
6629,0.0796269557081715,-3.136551460477393,-0.4930614554802869,-0.7145186089133841,0.1114982208691166,-4.754568258112305,-2.2067546295182647,-0.5054890960287579,0.20414392317402,-6.426399698315335,-4.148043933466267,-2.872804693872188
6631,0.0637913590277813,-1.374150231914823,1.2496053133384148,1.0808619881140715,0.1080598449743887,-2.65440366313226,-0.1133848534526397,1.654715120296016,0.2098196850918486,-4.609043021147015,-2.1594562058530555,-0.6351802638739514
6638,0.0908525117690475,-3.535495537717352,-0.9359021189995712,-1.0285894246335034,0.1249279517627321,-4.816058148134942,-2.3462572874288017,-0.616193626141817,0.2557099170607835,-7.899650946181209,-5.589364691403636,-4.095919924920404
6656,0.0637617707827018,-3.622325934163178,-1.0506749769439996,-1.1846460242404586,0.0971881374217484,-4.844060356051016,-2.30865904370051,-0.5331473273495547,0.1319134485171254,-4.994350150043507,-3.0533805259909697,-1.622350505035267
6673,0.064478192199724,-3.2425603088470725,-0.501379517307983,-0.8145576629310699,0.0921060959422247,-4.146111742115547,-1.5934642708941194,-0.0290530352077292,0.1331282680448317,-4.349301720150922,-2.360811931332649,-1.0443982732357469
6678,0.0738077203787019,-2.705674287522496,-0.0642127950212982,-0.1330030709259674,0.1075018061583987,-4.277072966109103,-1.7228206479322687,0.0022248262796667,0.229404455022401,-7.192668558224945,-4.568352197699448,-3.356764605851408
6697,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6712,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6713,0.0726191568431877,-2.911702042694968,-0.2577641400424119,-0.2902317656460937,0.1022420730300446,-4.2851734151267085,-1.6196520756857162,0.1679470636599177,0.1766190096978593,-5.714360607292939,-3.5143733915633395,-2.0250403493381
6716,0.0745338253210043,-3.326768155517984,-0.6396523522768912,-0.7608268696724213,0.1154225178698473,-5.041048947110027,-2.59666607768615,-0.6502212585971608,0.209743022301446,-6.750864101929525,-4.58033005139462,-3.051412399591325
6717,0.0771150912782389,-3.040472711080397,-0.3053319140109559,-0.4912089554850138,0.1043347817380806,-4.261072103218808,-1.6773940571868662,-0.0103314939938319,0.2199833109442004,-6.718412870632743,-4.348654143764723,-3.0429013697372005
6729,0.0814741353996006,-2.693506778969556,-0.0619412862727373,-0.1751001034670039,0.108398962106913,-4.009751124431266,-1.470650970611073,0.2398932830797161,0.1938769809555543,-5.452033375450314,-3.130395751143923,-1.969277848442303
6740,0.0769386921109922,-3.604183523028637,-0.8479097739753693,-1.0396860627048512,0.0950474403270018,-4.938165365914514,-2.300329497721863,-0.4993545348671731,0.2065316191573988,-7.283477637068048,-4.981407363488265,-3.7076627814900815
6747,0.112939231877359,-4.624175273792261,-2.019064309837251,-2.3654075924712985,0.1329694039596623,-5.022751101574088,-2.491865018097974,-1.14474804588775,0.2869624080339242,-7.952403920869892,-5.739359512881441,-4.445562908611965
6759,0.0665362150913606,-3.9223743561876607,-1.2299983490740611,-1.4441515628764885,0.0879011713091267,-4.835030731939213,-2.2567378343683004,-0.524489796891846,0.1722435045352199,-6.560372456165828,-4.43972869323623,-3.0347328241995037
6765,0.0205007583582718,-2.378842021962351,0.2058256998552693,0.0695269326334514,0.0708249665893896,-3.576562823471844,-1.195995189401391,0.4626419367434547,0.0809157876531803,-3.013260346570625,-1.2255609037092663,0.2759704985136809
6801,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6810,0.0660571763768311,-2.6638150958428786,0.0274954832309245,-0.16214138619918,0.1005855342310087,-4.13811475527308,-1.5815064693235006,0.0085425141838164,0.1838690763642476,-5.6521201418000455,-3.3628297520466126,-2.206311563361638
6823,0.0723469739956444,-4.2571298707624425,-1.553687621984264,-1.8050001809156904,0.0936497400758241,-5.022599838742178,-2.3670414994377555,-0.6405442314799555,0.1620279703863869,-6.284823367408706,-4.243913906078135,-2.788004992502896
6845,0.0717244875124426,-3.0951463144133173,-0.3938230374672865,-0.4781239777683245,0.1021404157619159,-4.754262979744145,-2.0636159816312043,-0.2770071166515515,0.1952269902442549,-6.941420084583069,-4.577557144781783,-3.269747597423235
6852,0.0720392878918481,-4.068090884002793,-1.392103709994682,-1.8075830153256376,0.1053427601474553,-5.125443431304122,-2.603590373558846,-1.1618336988183346,0.2289502084296134,-7.005428243199589,-4.913744940138352,-3.88894671276368
6854,0.0833473436830646,-3.1012060071533294,-0.4249384638335699,-0.4996764499114648,0.1053435456961039,-4.446771360092315,-1.767251153792294,-0.0494813667607207,0.2018851502107692,-5.9294611191279625,-3.5009360052701037,-2.3355790551868387
6871,0.0843282011428855,-3.112609800269093,-0.4597688540702722,-0.6028260352140336,0.1175061205298458,-4.631666048409835,-2.1265816562660054,-0.3734398103151789,0.1980481060586336,-6.038033036491715,-3.738757576621536,-2.4874252856859496
6873,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6878,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6892,0.0597565789342243,-2.8909400527811666,-0.2018322772778359,-0.330794878366122,0.0531567062143982,-2.509892090991461,-0.0096896073569495,1.556066853459353,0.302408073266352,-7.616862915583202,-4.997614777366857,-3.7082636940577727
6900,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
6906,0.079667878446354,-3.3464437072240383,-0.6022052153814659,-0.6567836011762959,0.1094538282487839,-4.655911805294681,-1.9498689454651053,-0.1157314996412439,0.2052599287767966,-6.839014446750278,-4.555131990375968,-3.057643187967928
6967,0.0729053740250821,-3.530059976918593,-0.8110635407965897,-1.0595909447287024,0.0970148165194754,-5.0148038587684765,-2.3419676890753984,-0.6636505552386354,0.1984600891348511,-7.131408198332081,-4.773716438113825,-3.6007322530983368
6983,0.0797057812763744,-2.640795871711916,-0.0030029711861104,-0.0992753545515656,0.1248376922202409,-4.04422804966472,-1.5275796208242889,0.1439274683938357,0.2711538505293617,-7.165074275164767,-4.529906897291314,-3.1611969799269994
6987,0.0768114798515936,-3.518070077815038,-0.7913992719185534,-1.0075171880565306,0.1023434185253736,-5.021440687667991,-2.4182743691602684,-0.6353687879394562,0.1882010173238043,-6.69163348124811,-4.384929849091821,-3.076748514094052
6993,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
7002,0.0769156771191131,-3.173205845650773,-0.5444223281827858,-0.7243723703157223,0.104034281353693,-4.743968616649406,-2.1148083305745047,-0.3957242849965253,0.19446806203564,-6.501138159816473,-4.253725554266147,-2.997858610297223
7029,0.0635997353506762,-3.067184128720585,-0.3958249347994732,-0.6277415118138422,0.0885607201157135,-3.7277426602853816,-1.1427810111780798,0.3433950703522641,0.1127962844304485,-3.771562835595308,-1.793314128179865,-0.5434562142660287
7036,0.0759630519872486,-3.358248761745842,-0.6793714930527764,-0.8863698707551824,0.0978295634588387,-4.764124150099213,-2.102792517053322,-0.3997557389010666,0.20107872452681,-7.261349069191168,-4.840932775919635,-3.63721325800954
7057,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
7063,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
7069,0.0747826550347501,-3.4429675012260303,-0.7651480015871529,-0.930885543107106,0.0995281475367778,-5.044082069277627,-2.514907008485022,-0.653302487663194,0.1770707895464209,-6.517716482943665,-4.219307225934803,-2.999803038911179
7078,0.0712399271570315,-3.548030130698114,-0.8535660989389865,-1.016310751816423,0.0935811396626048,-4.9869846852873625,-2.3443974217496697,-0.4109379227332892,0.1837859290604307,-6.968628959746817,-4.743969394262451,-3.276978249194088
7087,0.0844337894425479,-3.2392960414790504,-0.5786600674560735,-0.7327817941034476,0.117326393941082,-4.649782876294988,-2.0782610472551344,-0.292854772545172,0.2186786274169477,-7.065340597333716,-4.76452826511877,-3.4002591058816147
7094,0.0733072716946985,-3.605023280480647,-0.90413375834123,-1.0980549881245716,0.0916465680884385,-5.013332607347001,-2.324062547852481,-0.4160558638938675,0.1819547011845442,-6.938457821795156,-4.6045860608979385,-3.256258261830315
7143,0.0809952667598416,-3.222919908579381,-0.5488939470090258,-0.7494741218479389,0.1105583302304387,-4.794435711749421,-2.2163127738140065,-0.5339954649931723,0.231906561153994,-7.3291352987604865,-4.938171575319988,-3.717932856409852
7147,0.0716303567792904,-2.958013999848057,-0.2498564118956402,-0.4240414386966439,0.1017465849149694,-4.492586037355274,-1.958899743483825,-0.194817816482845,0.1755902797141766,-5.775366530601532,-3.512604130717549,-2.227299592869643
7175,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
7179,0.0658344191492194,-2.699054822736514,-0.0137680861753544,0.0054305162806214,0.0968638705192846,-4.1722345052398015,-1.5436730156402674,0.2222189506131474,0.1830294756297682,-5.646373135796899,-3.45868333016369,-2.086107139615657
7180,0.0726989859440615,-2.913412528029524,-0.2137910183837966,-0.4248290426937195,0.1060413100102449,-4.287872714362239,-1.6814070949702484,-0.1140286056324871,0.1947181856368268,-5.968367236777474,-3.697470365309605,-2.4552338543153684
7185,0.0741303102941838,-2.980814237492567,-0.2702503429757512,-0.4770532285589377,0.1042676614474331,-4.639494328746914,-2.0060346823808635,-0.3982924610465755,0.208982868096304,-6.399707960837266,-4.050778331306765,-2.895965324083952
7192,0.077279513680027,-3.009921872866892,-0.3242406116702326,-0.483213632814351,0.1052700543129245,-4.373310580255051,-1.8077788191318325,-0.0707111906025813,0.1973169277917725,-5.786276849546456,-3.4901399937998363,-2.196384284161159
7201,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
7210,0.0758644820998928,-3.3234915456551914,-0.6916674147389436,-0.9343821665056012,0.0958617829107985,-4.7027502416192295,-2.013901037696778,-0.3228874708085046,0.1954366247746213,-7.056031211870069,-4.697931371702109,-3.479722316434854
7246,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
7287,0.0711206452982486,-2.755599586380663,-0.142126465248138,-0.1787384285140747,0.1056656249154636,-4.646310437495217,-2.069725068656308,-0.3074402246032621,0.2093723891602222,-6.310657108139966,-3.969945961984652,-2.796059266863139
7291,0.0871812781654882,-2.8204040223861933,-0.16472153562727,-0.3351690381351718,0.1151392680198573,-4.04524514461389,-1.404448961484369,0.2991419456134097,0.186252621831072,-5.298627864937464,-3.062087698664417,-1.69549450068818
7312,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
7332,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
7344,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
7345,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
7363,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
7387,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
7390,0.07889835037747,-3.169224538078592,-0.51370592396109,-0.6896899185558584,0.1102035970383021,-4.572740518958922,-2.047386600600749,-0.3842978999162562,0.1933967641206874,-6.3586433672974,-4.075047732409037,-2.850108168374456
7391,0.0821595908076192,-3.3140154735629648,-0.6273682557401024,-0.8570393975462341,0.1154607137282409,-4.595765901947876,-1.9515906160867431,-0.3906538134078668,0.2276935230147138,-7.217678035984356,-4.831781549460282,-3.5467463237493666
7392,0.0677260228802718,-3.8580502916543775,-1.0998564895074956,-1.3688763373009014,0.0928133181727046,-4.7549334649209065,-2.161565797620748,-0.4807283855248698,0.1337212627796795,-5.112560954490269,-3.166609488566155,-1.7195835297269373
7393,0.080606284425882,-3.0557865731234246,-0.345539160443412,-0.5572757866613853,0.1213800474319425,-4.16726109953432,-1.5465652260195797,-0.0506551672366381,0.2322481535286873,-7.101128276190265,-4.453002541784645,-3.233465423239852
7396,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
7409,0.0398854750295659,-2.249257556185325,0.3608020655105475,0.3214318759437662,0.0618237365203425,-3.3478489878790576,-0.7605018339795009,1.0159673508592866,0.1400207829024309,-4.913183384248292,-2.6840909043452683,-1.325037541512308
7429,0.073955864795685,-3.56196128351773,-0.8321177784194336,-1.103590294470321,0.1014855326781927,-5.065564559987506,-2.5177517258661952,-0.8180126303735845,0.2086708189795519,-7.415122849779728,-5.063942212623223,-3.866599452961277
7441,0.0778121052518446,-3.19204855212753,-0.5178637557476737,-0.576931511294744,0.1059427834285389,-4.395184974729921,-1.7913591956344614,0.0117061248033699,0.1954346584260046,-6.538893854983773,-4.381770403831401,-2.791575946046249
7449,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
7468,0.0697909853750313,-3.916614887313138,-1.3067713088213404,-1.5763781580103984,0.099758378812191,-4.866884618734124,-2.3829444838669365,-0.705703444768578,0.1562523907258901,-5.420904677705459,-3.5288965209248158,-2.107588386374765
7474,0.0721117805032614,-3.2339411391049464,-0.5487245716702447,-0.709318217342614,0.0957164182492344,-4.639180211666194,-2.0469630286879,-0.3999108507692464,0.2169939840875313,-7.441926660830721,-5.064913320998489,-3.887273629442441
7488,0.0734326352282748,-4.032725809224864,-1.340104416140817,-1.4617375750786754,0.0979351854967815,-4.970148890948607,-2.3304496121967326,-0.446916918254863,0.16092278199777,-5.770195562608063,-3.7776023053555416,-2.277942704882824
7491,0.0652779742417649,-3.32083661806046,-0.6278174824056248,-0.7193636926314169,0.0875479427050734,-4.774989566180765,-2.121333141993328,-0.1693602461703902,0.1781719926716193,-6.756856698275056,-4.51774389681067,-3.078720991381596
