respid,xi,xi_sp,miss_psurv85,sp_miss_psurv85
1449,-1.629820007507362,-1.731171091939343,0.0,0.0
1472,-1.9366590803763766,-2.0516433195457884,0.0,0.0
1477,1.6239504473780555,-9.0,0.0,-9.0
1506,-2.450911911617294,-9.0,0.0,-9.0
1540,-2.247368366142185,-9.0,0.0,-9.0
1591,-2.365484925318675,-9.0,0.0,-9.0
1592,-9.0,-9.0,1.0,1.0
1660,-2.44227701811906,-9.0,0.0,-9.0
1685,-3.1899122273303075,0.49652609445292745,0.0,0.0
1719,-9.0,-9.0,1.0,1.0
1761,-1.4717651282428936,-1.6696920211255624,0.0,0.0
1771,-0.577083937032895,-9.0,0.0,-9.0
1788,0.09568508768604035,-9.0,0.0,-9.0
1799,-0.6080724455117338,-0.3882909769471711,0.0,0.0
1805,-0.3279672067101177,-9.0,0.0,-9.0
1842,1.1162699984783668,1.2082258987990122,0.0,0.0
1852,-3.04661349943447,-9.0,0.0,-9.0
1869,-2.7549126561110913,-3.186811126978285,0.0,0.0
1884,-3.2652142947069036,-9.0,0.0,-9.0
1892,-3.4763074340468196,-9.0,0.0,-9.0
1914,-2.31064445901692,-0.7122846324559629,0.0,0.0
1929,0.47953526293042414,-1.9722182016307621,0.0,0.0
1931,-1.6866201274784982,-1.2592205614451564,0.0,0.0
1955,-1.3261302470706735,-1.0031511491178804,0.0,0.0
1967,0.2494162534580188,2.304927370823216,0.0,0.0
1978,-2.483575093808178,-1.2636422212431762,0.0,0.0
2039,-0.8863426987607287,-0.8226114338362944,0.0,0.0
2048,-0.05198315219911897,-9.0,0.0,-9.0
2049,-0.9713118477867361,-0.7792039095236966,0.0,0.0
2061,-9.0,-9.0,1.0,1.0
2086,-0.11211617719250774,-0.5607035953298903,0.0,0.0
2089,0.2666566430380545,0.37351970649787997,0.0,0.0
2136,0.1097307816176546,0.8829812958442791,0.0,0.0
2137,-1.6803443038486592,-1.6063892933999888,0.0,0.0
2142,-2.3386821642222277,-9.0,0.0,-9.0
2231,-1.2792720848728532,-1.3762631154963583,0.0,0.0
2306,-9.0,-9.0,1.0,-9.0
2334,-2.4044377074866476,-3.6757562749678425,0.0,0.0
2362,1.060160033101783,0.8756181069737765,0.0,0.0
2365,-0.8987042407497233,-1.4350714765055526,0.0,0.0
2367,1.5258281880197926,-0.20731117661911938,0.0,0.0
2371,-0.9926488683468786,-0.41695900003376973,0.0,0.0
2392,-9.0,-9.0,1.0,1.0
2398,-9.0,-9.0,1.0,1.0
2436,-0.687143088147685,0.12976748838284163,0.0,0.0
2442,-3.032489091095964,-2.4645413057860996,0.0,0.0
2447,0.14790288400983762,-0.39074531445515254,0.0,0.0
2454,0.7528602033821091,0.5675415402370301,0.0,0.0
2457,-0.6138334779528147,-9.0,0.0,-9.0
2465,-1.623591857701278,-9.0,0.0,-9.0
2479,-2.062722014165154,-2.2289343840656923,0.0,0.0
2487,-0.9261744247779226,-9.0,0.0,-9.0
2500,-0.2293708362776917,-0.5469356513338361,0.0,0.0
2502,-0.9102836574825652,-0.21441175200065582,0.0,0.0
2528,-3.051654449668932,-9.0,0.0,-9.0
2549,-1.169932266848403,-2.4455309712462907,0.0,0.0
2596,-3.142263055921374,-9.0,0.0,-9.0
2598,-1.4248747867730516,-0.22076158510935745,0.0,0.0
2611,-0.0532538893136209,-9.0,0.0,-9.0
2623,-0.6770205791591555,-0.2773575448846035,0.0,0.0
2636,-9.0,-9.0,1.0,-9.0
2659,1.6029847589392632,0.7906005147846563,0.0,0.0
2676,-1.92211551009212,-2.529886245955447,0.0,0.0
2685,-2.903759318163656,-9.0,0.0,-9.0
2686,-3.1937545109883856,-3.0333848909017975,0.0,0.0
2709,-1.065362730589025,-9.0,0.0,-9.0
2726,-2.2049871823508105,-9.0,0.0,-9.0
2728,1.9874890982244766,2.1297984165932453,0.0,0.0
2745,-3.316223551543661,-2.9558647716582565,0.0,0.0
2758,-2.991791354093276,-2.56605317586434,0.0,0.0
2768,-3.887779177298735,-2.961430093122947,0.0,0.0
2783,-0.3655132224865242,-9.0,0.0,-9.0
2804,0.5666939588951917,-0.6620517527892761,0.0,0.0
2829,-0.6773809106365669,-1.3631089647149623,0.0,0.0
2866,-0.5630547159752347,-9.0,0.0,-9.0
2868,-3.6745628589734665,-2.2494572599957396,0.0,0.0
2869,-0.718618015762004,-0.6477074895812507,0.0,0.0
2870,0.03051545371247928,-9.0,0.0,-9.0
2874,-0.08768524791060459,-0.11471077833626737,0.0,0.0
2877,-2.4744499509656452,-9.0,0.0,1.0
2894,-1.1923167988293888,-1.9377074398816432,0.0,0.0
2923,-2.5116642380044962,-9.0,0.0,-9.0
2958,-1.4432157274661401,-1.2898892794908525,0.0,0.0
3014,-9.0,-9.0,1.0,1.0
3018,-3.5319451812710794,-9.0,0.0,-9.0
3050,0.3235486194234146,-0.21434003998658346,0.0,0.0
3069,-0.35457562088263744,-1.8268519918953534,0.0,0.0
3076,-1.221671530948082,-0.9402863973587525,0.0,0.0
3098,-9.0,-9.0,1.0,1.0
3103,-3.6307923194093905,-9.0,0.0,-9.0
3104,-0.8699594380009795,-9.0,0.0,-9.0
3105,-9.0,-9.0,1.0,1.0
3127,0.3474737367348509,-9.0,0.0,-9.0
3136,-0.1792100179938552,-0.2764654924799099,0.0,0.0
3140,0.10059867712304131,-9.0,0.0,-9.0
3144,-9.0,-9.0,1.0,1.0
3145,-0.8936170532631978,-0.2635258663093776,0.0,0.0
3153,-1.4475622225222327,-9.0,0.0,-9.0
3160,0.4147121433339035,-9.0,0.0,-9.0
3197,-3.552115208731938,-3.0099211522446225,0.0,0.0
3198,0.16402405614010634,1.1480048305213268,0.0,0.0
3201,-2.372548360816393,-1.847753598947738,0.0,0.0
3202,-1.3767731519972333,-2.2892192943523444,0.0,0.0
3214,-2.0694642699449077,-1.7817807848849032,0.0,0.0
3235,-2.2846451372842145,-1.5670220064971758,0.0,0.0
3237,-1.9135531998565616,-2.1345820031512885,0.0,0.0
3242,-2.2959095540790937,-2.356087337306339,0.0,0.0
3254,-3.1988590832839545,-1.7975543380793357,0.0,0.0
3271,0.04523671201800084,-9.0,0.0,-9.0
3274,-3.6637417738742846,-2.8579136733490005,0.0,0.0
3319,-1.731729259744379,-9.0,0.0,-9.0
3326,-0.3011251436170277,-9.0,0.0,-9.0
3330,-9.0,-9.0,1.0,1.0
3338,-0.31854843387346315,-9.0,0.0,-9.0
3340,0.8641792842187096,-9.0,0.0,-9.0
3343,-0.9420517135813684,-9.0,0.0,-9.0
3362,-0.9838098176010727,-0.14589799887587598,0.0,0.0
3365,-1.1620528475202703,-9.0,0.0,-9.0
3381,-0.9738627536292445,-0.4644386696369168,0.0,0.0
3390,-1.1662731663360932,-1.4215765760988222,0.0,0.0
3398,-3.2830175468358083,-3.1812182368529105,0.0,0.0
3405,1.5453059512743124,1.1979267773781053,0.0,0.0
3406,-3.2393087871874844,-9.0,0.0,-9.0
3434,-3.355833972648132,-9.0,0.0,-9.0
3435,-2.2597696823712066,-0.34539554766396047,0.0,0.0
3442,-3.3740578465013753,-9.0,0.0,1.0
3446,-0.6863386916348243,-9.0,0.0,-9.0
3452,-1.7936445283330014,-9.0,0.0,-9.0
3457,-9.0,-9.0,1.0,-9.0
3474,-3.500595429866764,-9.0,0.0,-9.0
3488,-2.4967144111161277,-1.2510549536460858,0.0,0.0
3491,0.03775500815513788,-1.1414955694896394,0.0,0.0
3501,-0.2750283032290386,0.15856640492681714,0.0,0.0
3505,-0.6892816634722106,-9.0,0.0,-9.0
3522,-2.6394149829129208,-1.8633424504228462,0.0,0.0
3531,-3.133515836420745,-3.148805517763129,0.0,0.0
3532,-2.7407015939488004,-2.0847146871371987,0.0,0.0
3541,-1.9439159838970068,-2.0631118211337243,0.0,0.0
3550,-1.388663207922122,-1.0478389663129253,0.0,0.0
3557,-2.8466619814714402,-2.669878434448036,0.0,0.0
3564,-0.40213829224326986,-9.0,0.0,-9.0
3572,-9.0,-9.0,1.0,1.0
3586,-0.21613992301937618,-9.0,0.0,-9.0
3587,-1.886855372580297,-9.0,0.0,-9.0
3601,-1.3049898750873528,-9.0,0.0,-9.0
3631,0.033896742675044195,0.6070790360540033,0.0,0.0
3633,0.779977617747044,-9.0,0.0,-9.0
3642,-2.3400094277982877,-9.0,0.0,-9.0
3656,1.0030813184828113,0.11186019994931555,0.0,0.0
3663,-0.854995795482036,-9.0,0.0,-9.0
3680,-1.0187564984434212,-9.0,0.0,-9.0
3692,-3.0522012239203304,-2.464367937050811,0.0,0.0
3695,-9.0,-9.0,1.0,1.0
3698,-2.556990099810527,-9.0,0.0,1.0
3699,-0.7544781622216813,-9.0,0.0,-9.0
3715,-1.5471727866820815,-0.6828592750249586,0.0,0.0
3721,-2.7275856239767724,-2.505237576532784,0.0,0.0
3729,-9.0,-9.0,1.0,1.0
3750,-0.1126201118316781,-1.4508700245618062,0.0,0.0
3751,-1.1439174929580056,-0.7767198055900079,0.0,0.0
3771,-2.085031821161352,-2.219219160741488,0.0,0.0
3777,-1.6594386111963557,-1.9734900751653377,0.0,0.0
3785,-0.7383349287199553,-0.24826147548729485,0.0,0.0
3795,-1.2427576124017456,-0.9452046829063936,0.0,0.0
3802,1.5471354569778422,2.066438777637734,0.0,0.0
3807,-1.7800568545894333,-1.8177677093085571,0.0,0.0
3822,-1.8378311595688634,-1.2945329505939374,0.0,0.0
3826,-1.0822654431848424,-0.4169691161661388,0.0,0.0
3899,-1.5412005683802943,-0.7913169289148078,0.0,0.0
3908,-2.07614567026081,-1.2412387509600773,0.0,0.0
3910,-9.0,-9.0,1.0,1.0
3914,-0.517854140280054,-9.0,0.0,1.0
3924,-9.0,-9.0,1.0,1.0
3926,-1.7264459439181077,-9.0,0.0,-9.0
3930,-2.2290559316253007,-1.9263790418521995,0.0,0.0
3931,-0.7152214923916873,-0.275642036080506,0.0,0.0
3935,-1.811766045908992,-1.091286937988954,0.0,0.0
3944,0.9488875046073841,0.6065809640096024,0.0,0.0
3961,-3.458854392813593,-2.6742036955981403,0.0,0.0
3975,0.3300280469133637,1.0308756325096564,0.0,0.0
3983,-1.7378798534667694,-1.5179502064257635,0.0,0.0
3996,-1.076242777827396,-9.0,0.0,-9.0
4003,-9.0,0.3349967570205582,1.0,0.0
4035,-0.022085869219770446,-9.0,0.0,-9.0
4036,-0.07099711456826559,-9.0,0.0,1.0
4060,-9.0,-9.0,1.0,-9.0
4074,-0.4633940933213052,-1.731304265341749,0.0,0.0
4078,-9.0,-9.0,1.0,1.0
4085,-3.3548551422934048,-2.1245688174723476,0.0,0.0
4096,-0.2688033025841307,1.058320957747854,0.0,0.0
4111,-1.3313424694115361,-0.8764264932119918,0.0,0.0
4113,-0.09451638083734626,-0.7343708848835668,0.0,0.0
4132,-1.1276079426919545,-1.0725872000257908,0.0,0.0
4134,-1.2123555674454098,-1.2346326835119128,0.0,0.0
4139,-2.8674202912175186,-1.8032016506265955,0.0,0.0
4177,-1.6217351470910382,0.02306280455618464,0.0,0.0
4182,-2.356698922562546,-3.5186684058934694,0.0,0.0
4191,-0.7598382722001734,-0.13422716071090132,0.0,0.0
4205,-2.1971986057157653,-1.5079832955770331,0.0,0.0
4210,1.5776307454488157,-2.1610409959984813,0.0,0.0
4212,-1.7971252215636537,-9.0,0.0,-9.0
4221,0.27612687240403133,0.38480718773846684,0.0,0.0
4231,0.3956225592069845,1.7591644796885042,0.0,0.0
4232,-1.2514614088594989,-0.7698003403253075,0.0,0.0
4249,-1.2989572746314764,-1.9324326123732256,0.0,0.0
4252,-0.8825461707815979,-0.4186054976015661,0.0,0.0
4264,-1.130557699444814,-0.8382582053307612,0.0,0.0
4270,-1.8770631479340734,-1.1657588360125923,0.0,0.0
4272,-2.6944047161928335,-2.364732132785117,0.0,0.0
4273,-1.2124004105089061,-0.42148161580960986,0.0,0.0
4279,-0.8087045454151041,-1.3706523833818958,0.0,0.0
4292,-9.0,-9.0,1.0,-9.0
4309,0.0446537948791367,1.0048846855852818,0.0,0.0
4334,-2.2068174660682525,-1.157676132642627,0.0,0.0
4352,-2.7664398692903327,-1.2518307733805443,0.0,0.0
4369,-3.1093817285375156,-9.0,0.0,-9.0
4389,-2.261913833446941,-1.9844817221221782,0.0,0.0
4392,0.1024055921637504,0.3835101183337418,0.0,0.0
4394,-1.38139188310362,-9.0,0.0,-9.0
4412,0.5187933979131748,-0.43222147236011726,0.0,0.0
4503,-1.7899889879352147,-1.5743740484342674,0.0,0.0
4537,-3.805592431041313,-3.439623130015147,0.0,0.0
4542,-3.2724471450382553,-9.0,0.0,-9.0
4547,-3.2416748792619012,-9.0,0.0,-9.0
4551,-9.0,-9.0,1.0,1.0
4585,-2.170675380997924,-2.5655604681334303,0.0,0.0
4587,-9.0,-9.0,1.0,1.0
4589,-9.0,-9.0,1.0,1.0
4620,-3.998993194135062,-2.1778319965782162,0.0,0.0
4622,-1.6924802723736407,-1.8969386731739624,0.0,0.0
4654,-3.235960758459129,-2.3838413959795384,0.0,0.0
4670,-0.344835488681753,-1.1355463149182867,0.0,0.0
4673,-0.9909405463041349,-9.0,0.0,-9.0
4697,-0.27251560916887385,0.06876939250264794,0.0,0.0
4701,-1.7496331094117166,-0.5686347960192566,0.0,0.0
4722,1.0601111318049978,-0.8334916782075029,0.0,0.0
4727,-0.05365639665831841,0.8688703475932398,0.0,0.0
4736,-1.5948556678575807,-1.0695241077902675,0.0,0.0
4738,-1.2425343126953865,-1.2849123811512815,0.0,0.0
4746,-1.0347012784987673,-0.6764645777181459,0.0,0.0
4775,-4.002341607703524,-2.0671767152796874,0.0,0.0
4815,-3.5337714368975397,-2.972751391330029,0.0,0.0
4816,-0.4490087500990559,-0.07382703538606028,0.0,0.0
4826,-0.9536147188085345,-0.7941193143976933,0.0,0.0
4868,-0.6257737235976906,0.05182053880895549,0.0,0.0
4893,1.0975363346061853,-9.0,0.0,-9.0
4901,-1.7506812025920668,-1.831036143435092,0.0,0.0
4904,-3.150536803445201,-2.8176422138155393,0.0,0.0
4919,-2.06206377774536,-1.4127732864043177,0.0,0.0
4922,-1.2836377562788552,-1.496717847373354,0.0,0.0
4932,-3.344622474765378,-2.0845185174671754,0.0,0.0
4936,-9.0,-9.0,1.0,1.0
4943,-0.580279876898119,-9.0,0.0,-9.0
4945,-1.3078525137561365,-9.0,0.0,-9.0
4957,0.5705424192686045,0.26098418111636723,0.0,0.0
4968,-1.449224568741967,-0.8882163106945713,0.0,0.0
4970,-1.6165825876010038,-1.2949432859689525,0.0,0.0
4984,-1.0173235435739103,-9.0,0.0,-9.0
4991,-2.360732803499242,-1.4915513772981848,0.0,0.0
4995,-2.601373706267595,-9.0,0.0,-9.0
4998,-0.28899909730649265,-0.675239658526246,0.0,0.0
5000,-0.2919616884901989,-0.16758214422794918,0.0,0.0
5015,-1.2630447457734066,-1.5736246627136592,0.0,0.0
5041,-1.6155718388494287,-0.9723511900567122,0.0,0.0
5104,-0.8725980605723298,-9.0,0.0,-9.0
5105,0.6007097132050955,-9.0,0.0,-9.0
5110,-9.0,-9.0,1.0,1.0
5130,-0.9462137322965958,-0.23602409966717383,0.0,0.0
5141,-3.199689548553421,-9.0,0.0,1.0
5155,-0.8810119137708601,-9.0,0.0,-9.0
5156,-2.7397336586607226,-0.8848946835567938,0.0,0.0
5164,-2.875476623917402,-2.2322872104337272,0.0,0.0
5231,-3.4853348039333274,-2.6261943207817233,0.0,0.0
5236,-1.9211522705967465,-0.6447054755870002,0.0,0.0
5262,-2.806309140696997,-2.0307327847530594,0.0,0.0
5267,-2.125331065206185,-0.99978067224908,0.0,0.0
5281,-0.17672683073426806,-9.0,0.0,-9.0
5291,-0.5561698342325584,-9.0,0.0,-9.0
5317,-2.0647736132982963,-1.9093027642508371,0.0,0.0
5321,-9.0,-9.0,1.0,-9.0
5322,-0.5867505351059308,-9.0,0.0,-9.0
5344,-0.9249767202014502,-9.0,0.0,-9.0
5351,-0.7914346826690051,-0.41822247953482755,0.0,0.0
5353,-1.1756616867066132,-1.0118950965532671,0.0,0.0
5354,-2.163850499654304,-2.3390829313896027,0.0,0.0
5356,-1.946647170819078,-0.6925069061121328,0.0,0.0
5366,-9.0,-9.0,1.0,1.0
5372,-9.0,-9.0,1.0,1.0
5392,0.7947624282208703,-0.4411928886152434,0.0,0.0
5404,-2.0543655245091825,0.2019895809162823,0.0,0.0
5407,-3.626856070474221,-2.576965414366125,0.0,0.0
5430,-0.20510957805262445,-2.701367819322258,0.0,0.0
5433,-9.0,2.0080226909589096,1.0,0.0
5438,-1.3021954633861268,-0.582326307058661,0.0,0.0
5454,-0.3281566422682319,-1.5602964066115381,0.0,0.0
5479,-9.0,-9.0,1.0,1.0
5495,-2.698054275495459,-0.4894905390116676,0.0,0.0
5503,-9.0,-9.0,1.0,1.0
5513,-9.0,-9.0,1.0,1.0
5526,-0.48705577012074097,-0.9912815950510476,0.0,0.0
5529,2.0110820721811917,-9.0,0.0,-9.0
5541,-2.2962731266494365,-2.566932297681866,0.0,0.0
5557,-3.5224964158819327,-2.4109716853051717,0.0,0.0
5564,-0.7207065987769662,-0.10058716066609806,0.0,0.0
5568,-0.01225060309437239,0.7313029727746684,0.0,0.0
5572,-2.620878253104372,-2.4575115651412913,0.0,0.0
5610,-0.9460638930004622,-9.0,0.0,-9.0
5612,-1.7391322784434646,-1.319192241507974,0.0,0.0
5631,-3.1521250916796326,-2.3716985547330576,0.0,0.0
5663,-2.5016287580047796,-1.8414621651370253,0.0,0.0
5676,-1.609210359798879,-0.3464892170370077,0.0,0.0
5693,-2.2057927647765716,-1.9637006429005943,0.0,0.0
5703,-0.6859754437783148,-2.1818939238745356,0.0,0.0
5707,-1.871021179989996,-0.9946100652664247,0.0,0.0
5743,-1.3585497881536843,-2.4199785906091424,0.0,0.0
5772,-3.1640431945525576,-1.8954967259110516,0.0,0.0
5795,-1.8321869013542502,-1.335229054454255,0.0,0.0
5797,-1.2055856183804117,-1.5894088202217571,0.0,0.0
5857,-2.207870586777931,-2.6399554324694887,0.0,0.0
5885,-2.1219810712049956,-2.5403221356141366,0.0,0.0
5933,-1.2106590033444429,-9.0,0.0,-9.0
5941,-3.1470335530285176,-2.7692711786277933,0.0,0.0
5943,0.11961626800356139,0.7274316906592893,0.0,0.0
5949,-0.8774209735441546,-0.3924814986033857,0.0,0.0
5951,-4.236155531490388,-9.0,0.0,-9.0
5956,-0.15643010681966643,-0.09172356574849987,0.0,0.0
5961,1.5117104512864512,-9.0,0.0,-9.0
5968,-0.3967942444106333,-2.456159457072868,0.0,0.0
6001,-0.8223311180075522,-0.49733720829365224,0.0,0.0
6010,-3.2476402552022967,-2.397948496396829,0.0,0.0
6012,0.6149960243008653,1.1518989905798331,0.0,0.0
6028,-1.7720147949610783,-9.0,0.0,-9.0
6029,-2.788633542947206,-2.40669438833908,0.0,0.0
6041,-1.896408896057346,0.32402376230485525,0.0,0.0
6049,-0.8647559731865302,-1.0520459164285711,0.0,0.0
6060,-0.25836592817936394,-0.567933610103893,0.0,0.0
6073,-1.5175583721489814,-0.5686875574261487,0.0,0.0
6089,-1.4634996173329813,-1.0105798940611919,0.0,0.0
6126,-2.4434707135809424,-9.0,0.0,-9.0
6143,-0.6695576509925398,-2.208774786643935,0.0,0.0
6145,-0.9044895466196837,-0.9955522814085551,0.0,0.0
6146,-3.2749313377010383,-2.4058033946901096,0.0,0.0
6159,-1.6690967914445216,-0.17333766002797482,0.0,0.0
6178,0.2266647503518362,-9.0,0.0,-9.0
6196,-2.419553425586432,-1.2957543067336856,0.0,0.0
6201,-0.13163893268779525,0.5703995107261552,0.0,0.0
6217,-1.9909404681287208,-1.29977784540235,0.0,0.0
6234,-2.02393744046662,-1.4491796516376685,0.0,0.0
6245,-2.8635740371016927,-3.1585353645950933,0.0,0.0
6249,0.06229793925033355,-9.0,0.0,-9.0
6261,-2.647365989188351,-2.087801341467735,0.0,0.0
6272,0.560505214214599,0.7227987994801456,0.0,0.0
6277,-1.1641170893989168,-1.2168155122801971,0.0,0.0
6288,-2.3814362920125385,-9.0,0.0,-9.0
6310,-9.0,-9.0,1.0,-9.0
6318,-9.0,-9.0,1.0,1.0
6321,-2.1705179519030002,-2.084111827170241,0.0,0.0
6323,-2.3000908351465377,-1.8793856296700047,0.0,0.0
6330,-9.0,-9.0,1.0,-9.0
6335,-0.34035715676,-9.0,0.0,-9.0
6345,-0.9565247604496112,-9.0,0.0,-9.0
6348,-2.452174908994658,-2.470066776447591,0.0,0.0
6349,-0.25146437084978157,-0.3216059390386429,0.0,0.0
6357,-2.5427387190105777,-0.2799288049396603,0.0,0.0
6361,-9.0,-9.0,1.0,-9.0
6374,-0.24358274820521467,0.2977965018796451,0.0,0.0
6377,-0.31290240865136526,0.5935289501772254,0.0,0.0
6386,-1.3043266592699516,-1.261585825826578,0.0,0.0
6395,0.4206005439969362,-9.0,0.0,-9.0
6406,1.7930563898181577,0.7511699723314896,0.0,0.0
6410,-0.054169190366283614,0.8728950218657507,0.0,0.0
6430,-0.8336840942784525,-0.6467781593196346,0.0,0.0
6457,-1.2882414084744394,-0.9132871328819134,0.0,0.0
6465,-3.293822754006431,-9.0,0.0,-9.0
6474,-0.8083142756184531,-0.8196517917235758,0.0,0.0
6479,-2.3590291189208883,-0.5447558748907986,0.0,0.0
6482,-0.7233321771687663,-9.0,0.0,-9.0
6492,-2.787957576284781,-9.0,0.0,-9.0
6502,-2.108567684805783,-0.3585311275469985,0.0,0.0
6511,-0.04574283698485786,-0.2183974301918525,0.0,0.0
6524,-2.922964027626986,-2.5495722560664404,0.0,0.0
6530,-3.8035997425445753,-2.934926732863825,0.0,0.0
6536,-1.061126839741901,-9.0,0.0,-9.0
6570,-3.633770299700124,-2.7455319513845238,0.0,0.0
6578,-2.304125031710192,1.1248100488856392,0.0,0.0
6587,-0.6581473771201684,0.6397043847923706,0.0,0.0
6611,-1.233182991080695,-1.5519917535930046,0.0,0.0
6623,-0.10041694555207058,0.6068470387065081,0.0,0.0
