respid,female,college,nkids,anykids,university,pexhaust,pbeq,pnhome
23257,1,0.0,2.0,1,1.0,1.0,0.25,0.75
23298,0,1.0,0.0,0,0.0,0.9,1.0,0.15
23359,1,0.0,0.0,0,1.0,,,
23402,1,1.0,2.0,1,0.0,0.4,0.8,0.6
23415,1,1.0,2.0,1,0.0,,0.9,0.0
23474,0,1.0,0.0,0,0.0,0.5,1.0,1.0
23493,0,0.0,0.0,0,1.0,0.2,1.0,0.8
23500,0,0.0,2.0,1,1.0,0.8,0.75,0.5
23566,1,0.0,2.0,1,1.0,1.0,,0.5
23599,1,0.0,1.0,1,1.0,0.1,1.0,0.5
23612,1,0.0,2.0,1,1.0,1.0,,
23658,1,0.0,0.0,0,0.0,,,0.9
23702,0,0.0,1.0,1,1.0,0.1,0.9,0.15
23719,0,0.0,0.0,0,0.0,0.0,0.5,0.0
23736,0,0.0,3.0,1,1.0,0.15,0.75,
23742,0,0.0,0.0,0,1.0,,1.0,
23757,0,0.0,3.0,1,1.0,0.0,1.0,0.1
23800,1,0.0,0.0,0,1.0,,0.5,
23801,1,0.0,0.0,0,1.0,0.4,0.75,0.0
23805,0,0.0,2.0,1,1.0,0.0,1.0,0.75
23814,1,1.0,0.0,0,0.0,0.8,0.7,0.7
23871,0,0.0,2.0,1,1.0,0.0,1.0,1.0
23886,1,0.0,2.0,1,0.0,0.45,0.65,0.6
23894,1,0.0,2.0,1,0.0,0.0,1.0,
23950,0,0.0,0.0,0,1.0,0.5,0.5,0.3
23957,1,0.0,2.0,1,1.0,0.0,1.0,0.5
23989,0,0.0,3.0,1,1.0,0.0,1.0,1.0
24004,0,0.0,3.0,1,0.0,,1.0,
24014,0,1.0,2.0,1,0.0,0.0,1.0,0.8
24018,0,0.0,1.0,1,0.0,0.0,1.0,0.8
24034,1,1.0,3.0,1,0.0,0.1,1.0,
24063,0,0.0,2.0,1,1.0,0.75,0.8,0.1
24089,0,0.0,0.0,0,1.0,0.0,1.0,1.0
24090,1,0.0,1.0,1,1.0,0.75,1.0,0.85
24092,0,0.0,1.0,1,1.0,1.0,0.1,0.0
24116,0,0.0,2.0,1,1.0,0.0,1.0,0.3
24127,0,0.0,0.0,0,0.0,0.9,0.25,0.75
24131,0,0.0,2.0,1,1.0,0.0,1.0,0.5
24186,0,1.0,3.0,1,0.0,0.0,1.0,0.2
24223,0,0.0,2.0,1,1.0,0.65,0.75,0.4
24274,0,0.0,2.0,1,1.0,0.0,1.0,0.1
24279,0,1.0,2.0,1,0.0,0.0,1.0,0.1
24281,1,1.0,2.0,1,0.0,1.0,0.9,0.0
24404,0,0.0,2.0,1,0.0,0.8,1.0,0.5
24406,0,0.0,0.0,0,0.0,0.6,0.75,0.5
24418,0,0.0,2.0,1,0.0,0.0,1.0,0.05
24437,0,0.0,2.0,1,1.0,0.0,1.0,0.75
24443,0,0.0,2.0,1,1.0,0.2,,0.5
24454,0,0.0,2.0,1,0.0,0.0,1.0,0.75
24476,1,1.0,2.0,1,0.0,,,0.0
24485,1,0.0,2.0,1,0.0,,,
24509,1,0.0,0.0,0,1.0,0.2,1.0,1.0
24514,0,0.0,3.0,1,0.0,0.75,0.85,0.5
24530,0,0.0,1.0,1,1.0,0.9,0.0,0.0
24542,0,0.0,1.0,1,1.0,0.0,1.0,0.2
24614,0,0.0,1.0,1,0.0,0.9,1.0,0.5
24635,0,0.0,2.0,1,0.0,0.5,1.0,0.8
24649,0,1.0,6.0,1,0.0,0.9,0.1,0.75
24657,0,1.0,0.0,0,0.0,0.8,0.75,0.05
24679,0,1.0,1.0,1,0.0,0.5,,0.0
24681,0,0.0,0.0,0,1.0,0.25,0.5,0.5
24684,1,1.0,1.0,1,0.0,0.9,0.75,0.0
24818,0,0.0,2.0,1,1.0,0.6,0.6,0.3
24835,0,0.0,1.0,1,0.0,1.0,1.0,0.0
24868,0,0.0,2.0,1,1.0,,1.0,0.85
24879,0,0.0,0.0,0,0.0,1.0,0.15,
24907,0,0.0,2.0,1,1.0,0.4,0.95,0.0
24909,1,0.0,3.0,1,0.0,1.0,0.0,0.2
24939,0,0.0,0.0,0,0.0,0.0,1.0,0.75
24951,1,0.0,2.0,1,0.0,0.0,1.0,0.5
25051,1,1.0,3.0,1,0.0,0.0,1.0,0.9
25081,1,1.0,2.0,1,0.0,0.5,1.0,0.5
25088,1,0.0,2.0,1,0.0,,,
25123,0,0.0,2.0,1,1.0,0.1,0.9,0.25
25166,0,0.0,2.0,1,1.0,0.0,1.0,0.5
25169,0,0.0,2.0,1,1.0,0.8,1.0,0.25
25171,1,0.0,2.0,1,1.0,0.1,1.0,0.05
25175,0,0.0,0.0,0,1.0,0.9,0.9,0.1
25184,1,1.0,1.0,1,0.0,0.8,,0.1
25185,1,0.0,0.0,0,0.0,0.1,0.8,0.1
25193,0,0.0,1.0,1,1.0,0.0,1.0,0.0
25207,0,0.0,2.0,1,1.0,0.5,0.9,0.1
25299,0,0.0,0.0,0,0.0,0.0,1.0,1.0
25313,0,0.0,2.0,1,1.0,0.15,1.0,0.1
25386,1,0.0,3.0,1,1.0,0.5,,1.0
25390,0,0.0,2.0,1,1.0,,1.0,0.25
25393,0,0.0,2.0,1,1.0,0.8,0.9,0.9
25418,1,0.0,0.0,0,0.0,0.75,0.5,0.5
25422,0,1.0,0.0,0,0.0,1.0,1.0,0.0
25440,0,0.0,2.0,1,1.0,0.1,0.9,0.1
25463,0,0.0,2.0,1,0.0,0.95,0.75,0.2
25507,0,1.0,0.0,0,0.0,0.85,0.8,0.5
25516,1,1.0,0.0,0,0.0,,,
25547,0,0.0,2.0,1,1.0,0.0,1.0,1.0
25640,1,0.0,0.0,0,1.0,0.98,0.5,0.0
25708,1,0.0,2.0,1,1.0,1.0,0.25,0.75
25730,0,0.0,2.0,1,1.0,0.2,0.85,0.2
25756,0,0.0,4.0,1,1.0,,1.0,0.25
25786,0,0.0,3.0,1,0.0,0.1,1.0,0.5
25905,1,0.0,0.0,0,1.0,0.5,1.0,0.75
25969,1,0.0,0.0,0,1.0,0.1,0.8,0.5
25972,0,0.0,2.0,1,0.0,,,
26011,1,1.0,2.0,1,0.0,,,
26044,0,0.0,3.0,1,1.0,1.0,0.75,0.3
26186,0,0.0,2.0,1,0.0,0.5,0.6,0.5
26205,1,0.0,2.0,1,0.0,1.0,1.0,0.5
26211,1,0.0,3.0,1,0.0,,,
26233,1,0.0,2.0,1,1.0,0.5,1.0,0.15
26248,0,0.0,0.0,0,1.0,0.95,0.1,0.5
26293,0,0.0,3.0,1,1.0,0.4,0.7,0.65
26325,0,0.0,2.0,1,0.0,0.08,1.0,0.01
26331,0,1.0,2.0,1,0.0,0.9,0.25,0.5
26357,0,0.0,1.0,1,1.0,,,1.0
26372,1,0.0,1.0,1,1.0,0.1,1.0,0.3
26462,1,0.0,5.0,1,1.0,0.1,1.0,0.5
26526,1,0.0,3.0,1,1.0,0.6,0.8,0.8
26532,0,0.0,3.0,1,1.0,1.0,1.0,0.5
26601,1,0.0,2.0,1,0.0,1.0,,
26704,1,0.0,0.0,0,1.0,0.75,0.5,0.25
26720,1,1.0,2.0,1,0.0,0.0,1.0,0.0
26742,0,0.0,2.0,1,1.0,0.0,1.0,0.0
26871,1,1.0,2.0,1,0.0,,0.5,
26960,0,0.0,2.0,1,1.0,0.8,1.0,0.95
26981,0,0.0,2.0,1,0.0,0.95,0.9,1.0
27011,0,0.0,2.0,1,1.0,0.25,1.0,0.25
27040,0,0.0,2.0,1,1.0,,,
27042,1,0.0,0.0,0,1.0,0.3,0.75,0.9
27061,0,0.0,2.0,1,1.0,1.0,1.0,
27075,0,0.0,2.0,1,0.0,0.99,0.99,0.5
27111,1,1.0,0.0,0,0.0,0.25,1.0,0.1
27128,1,0.0,2.0,1,1.0,1.0,1.0,1.0
27151,1,0.0,2.0,1,1.0,,1.0,
27248,0,1.0,0.0,0,0.0,0.0,1.0,1.0
27264,0,0.0,1.0,1,1.0,0.0,1.0,0.9
27272,0,0.0,0.0,0,1.0,0.0,1.0,0.7
27301,0,0.0,0.0,0,1.0,0.7,1.0,0.5
27306,0,0.0,2.0,1,1.0,0.15,0.8,
27311,1,0.0,3.0,1,0.0,0.8,1.0,0.0
27325,0,1.0,0.0,0,0.0,0.8,0.2,0.1
27335,0,0.0,1.0,1,1.0,0.05,0.99,0.5
27347,0,0.0,3.0,1,0.0,0.95,0.95,0.75
27385,1,0.0,1.0,1,0.0,0.5,1.0,1.0
27403,0,0.0,2.0,1,1.0,0.0,1.0,
27404,1,1.0,1.0,1,0.0,0.9,1.0,0.0
27412,0,1.0,1.0,1,0.0,,1.0,
27490,0,1.0,1.0,1,0.0,,0.08,
27510,0,0.0,1.0,1,1.0,0.1,1.0,
27521,0,1.0,3.0,1,0.0,,0.5,
27541,1,0.0,1.0,1,1.0,0.1,0.2,0.25
27553,0,0.0,3.0,1,1.0,0.4,0.2,0.9
27574,0,0.0,0.0,0,0.0,0.0,0.1,0.5
27578,1,1.0,2.0,1,0.0,0.6,1.0,0.2
27625,1,0.0,2.0,1,1.0,,0.8,
27695,0,0.0,1.0,1,1.0,0.5,1.0,0.2
27724,0,1.0,2.0,1,0.0,0.75,,0.75
27760,0,0.0,1.0,1,1.0,0.3,0.3,0.5
27762,0,0.0,2.0,1,1.0,0.2,0.9,0.6
27771,1,0.0,2.0,1,1.0,0.25,1.0,0.0
27799,0,0.0,3.0,1,1.0,0.8,1.0,0.75
27854,0,0.0,0.0,0,1.0,0.0,0.2,0.25
27876,0,0.0,2.0,1,0.0,,,
27920,0,1.0,3.0,1,0.0,0.25,0.8,
27930,1,0.0,1.0,1,0.0,0.6,0.6,
28011,1,0.0,1.0,1,0.0,,,
28012,0,1.0,3.0,1,0.0,,,
28073,0,0.0,2.0,1,1.0,0.05,1.0,0.1
28130,1,0.0,0.0,0,1.0,0.5,1.0,0.5
28159,0,0.0,2.0,1,1.0,0.5,0.9,0.9
28163,1,1.0,2.0,1,0.0,0.25,0.9,0.9
28253,1,0.0,0.0,0,1.0,0.85,1.0,0.0
28357,0,0.0,0.0,0,0.0,1.0,0.4,0.4
28391,0,1.0,2.0,1,0.0,0.1,1.0,0.6
28409,0,0.0,2.0,1,1.0,1.0,,0.5
28424,1,0.0,3.0,1,1.0,1.0,0.2,0.3
28446,0,0.0,1.0,1,0.0,0.3,1.0,0.9
28453,0,0.0,2.0,1,1.0,0.8,0.5,0.75
